node1,node2,edge
158,1646,1.0
83,521,1.0
71,630,1.0
14,1410,1.0
62,148,1.0
63,2656,1.0
62,1859,1.0
64,1923,1.0
71,997,1.0
71,781,1.0
158,1711,1.0
158,606,1.0
14,721,1.0
63,2490,1.0
86,1037,1.0
185,1324,1.0
86,1859,1.0
32,1829,1.0
25,1183,1.0
71,1183,1.0
32,2463,1.0
165,2498,1.0
6,266,1.0
374,117,1.0
71,1540,1.0
32,634,1.0
69,445,1.0
64,749,1.0
64,2915,1.0
165,1426,1.0
64,3226,1.0
63,3144,1.0
70,2843,1.0
374,1604,1.0
158,1869,1.0
25,2828,1.0
22,2244,1.0
32,3333,1.0
14,2322,1.0
364,3056,1.0
71,1671,1.0
158,1211,1.0
63,2660,1.0
62,3238,1.0
70,2297,1.0
14,2660,1.0
32,1615,1.0
70,3331,1.0
64,1055,1.0
692,3543,0.0
569,7116,0.0
440,4854,0.0
757,4415,0.0
829,6718,0.0
550,6688,0.0
705,1027,0.0
549,5562,0.0
745,1830,0.0
435,5018,0.0
746,5403,0.0
895,5109,0.0
606,6118,0.0
521,1551,0.0
396,3567,0.0
459,5782,0.0
828,4821,0.0
701,7013,0.0
587,2420,0.0
909,4872,0.0
424,7139,0.0
453,3079,0.0
695,4690,0.0
428,3837,0.0
913,4363,0.0
617,4098,0.0
864,375,0.0
446,3520,0.0
881,1243,0.0
604,290,0.0
486,4011,0.0
799,3964,0.0
860,5704,0.0
533,1006,0.0
489,5619,0.0
486,1340,0.0
941,3929,0.0
502,639,0.0
828,3165,0.0
88,3632,0.0
898,3133,0.0
14,5108,0.0
930,577,0.0
781,5387,0.0
451,2930,0.0
410,5414,0.0
823,2937,0.0
71,1182,0.0
475,3229,0.0
782,787,0.0
66,2908,0.0
833,6944,0.0
761,6762,0.0
484,3193,0.0
843,3727,0.0
515,4900,0.0
862,5592,0.0
753,5745,0.0
576,2421,0.0
388,5866,0.0
445,1363,0.0
801,1310,0.0
407,4275,0.0
534,1839,0.0
364,31,0.0
459,3433,0.0
572,2004,0.0
539,4446,0.0
710,3896,0.0
751,4710,0.0
570,3712,0.0
861,2967,0.0
556,3281,0.0
917,3771,0.0
11,2761,0.0
405,3806,0.0
488,5160,0.0
929,1511,0.0
622,501,0.0
849,1010,0.0
566,4353,0.0
481,6153,0.0
896,6725,0.0
380,5231,0.0
894,1099,0.0
456,5234,0.0
387,5814,0.0
469,5327,0.0
421,2131,0.0
876,4339,0.0
604,961,0.0
967,5131,0.0
508,56,0.0
71,3193,0.0
87,4646,0.0
546,974,0.0
413,724,0.0
777,6587,0.0
472,3350,0.0
468,1873,0.0
848,914,0.0
9,5208,0.0
445,6614,0.0
183,5777,0.0
527,6082,0.0
63,1179,0.0
595,2212,0.0
431,3251,0.0
962,4762,0.0
497,1716,0.0
519,7079,0.0
352,1176,0.0
942,4309,0.0
856,5621,0.0
823,3879,0.0
805,6248,0.0
754,956,0.0
470,7204,0.0
71,2409,0.0
962,3014,0.0
619,2145,0.0
960,3162,0.0
527,6821,0.0
464,3978,0.0
699,4934,0.0
752,206,0.0
618,3409,0.0
13,2256,0.0
86,6909,0.0
514,541,0.0
622,1180,0.0
966,5080,0.0
528,5482,0.0
906,194,0.0
953,885,0.0
806,6117,0.0
466,4852,0.0
405,4420,0.0
23,5361,0.0
451,5337,0.0
789,1766,0.0
619,6989,0.0
448,2365,0.0
413,5886,0.0
862,6395,0.0
904,4250,0.0
748,6003,0.0
516,4110,0.0
762,5524,0.0
902,4633,0.0
436,4898,0.0
919,6879,0.0
10,4425,0.0
9,4824,0.0
483,2952,0.0
854,5174,0.0
581,3963,0.0
752,3946,0.0
541,2091,0.0
545,1133,0.0
421,585,0.0
784,1217,0.0
806,4086,0.0
745,3102,0.0
706,867,0.0
601,2476,0.0
451,3129,0.0
701,3017,0.0
780,710,0.0
605,2341,0.0
857,5958,0.0
701,4300,0.0
501,1147,0.0
700,335,0.0
703,1428,0.0
955,3676,0.0
419,7123,0.0
427,2117,0.0
923,6531,0.0
388,1438,0.0
820,2068,0.0
25,764,0.0
948,5239,0.0
699,1140,0.0
748,602,0.0
903,489,0.0
749,4111,0.0
902,5536,0.0
380,2259,0.0
538,278,0.0
836,1616,0.0
872,2440,0.0
527,2412,0.0
795,943,0.0
939,6177,0.0
516,6817,0.0
490,6357,0.0
791,2932,0.0
426,1917,0.0
137,2987,0.0
895,5341,0.0
923,291,0.0
427,5457,0.0
590,53,0.0
887,1923,0.0
882,153,0.0
507,4487,0.0
443,5879,0.0
380,3456,0.0
896,113,0.0
643,6771,0.0
553,6123,0.0
524,6282,0.0
935,726,0.0
890,166,0.0
869,1071,0.0
780,7098,0.0
543,4986,0.0
819,1732,0.0
778,1371,0.0
479,3214,0.0
427,6366,0.0
790,3907,0.0
880,1598,0.0
843,5782,0.0
771,2019,0.0
600,4103,0.0
580,1253,0.0
955,960,0.0
842,1808,0.0
464,2172,0.0
751,1055,0.0
531,1874,0.0
436,2151,0.0
900,6163,0.0
432,5622,0.0
486,5602,0.0
432,2996,0.0
784,411,0.0
589,5827,0.0
811,261,0.0
185,5950,0.0
665,2357,0.0
365,897,0.0
579,6044,0.0
524,2352,0.0
426,6270,0.0
885,4375,0.0
72,6712,0.0
861,6013,0.0
165,2211,0.0
854,6310,0.0
488,4859,0.0
887,211,0.0
575,6246,0.0
481,544,0.0
619,5320,0.0
788,1059,0.0
758,3636,0.0
707,956,0.0
533,5470,0.0
908,4002,0.0
852,108,0.0
697,2528,0.0
855,4864,0.0
431,4582,0.0
786,3912,0.0
806,1465,0.0
480,2111,0.0
63,4905,0.0
579,4608,0.0
958,4087,0.0
696,2905,0.0
853,3391,0.0
764,5250,0.0
815,623,0.0
583,3778,0.0
577,907,0.0
774,3383,0.0
67,2301,0.0
497,942,0.0
540,6347,0.0
497,2092,0.0
749,2467,0.0
581,5545,0.0
573,222,0.0
819,5313,0.0
898,3632,0.0
814,4999,0.0
497,1879,0.0
405,1197,0.0
908,2650,0.0
942,5804,0.0
825,2456,0.0
541,2112,0.0
836,2099,0.0
831,2349,0.0
24,2702,0.0
641,2134,0.0
535,6769,0.0
426,3946,0.0
554,1112,0.0
463,6200,0.0
699,3615,0.0
552,6567,0.0
918,3347,0.0
880,398,0.0
804,7008,0.0
391,3327,0.0
554,1406,0.0
818,3951,0.0
489,1834,0.0
565,5847,0.0
618,2115,0.0
748,5496,0.0
641,2165,0.0
705,19,0.0
525,7080,0.0
65,3880,0.0
843,2014,0.0
457,4468,0.0
426,4365,0.0
858,316,0.0
430,2029,0.0
423,591,0.0
887,1629,0.0
788,6176,0.0
537,4053,0.0
459,4822,0.0
848,6511,0.0
957,2998,0.0
421,38,0.0
750,6589,0.0
706,1864,0.0
959,1021,0.0
498,6902,0.0
451,3832,0.0
953,3384,0.0
965,7209,0.0
434,6274,0.0
432,3857,0.0
866,5345,0.0
15,66,0.0
787,7038,0.0
618,5169,0.0
534,1730,0.0
858,6009,0.0
164,5188,0.0
638,792,0.0
773,4557,0.0
465,2920,0.0
589,1753,0.0
508,53,0.0
62,6511,0.0
853,4205,0.0
138,4365,0.0
727,6979,0.0
755,2803,0.0
802,5205,0.0
501,4330,0.0
504,5592,0.0
728,5813,0.0
824,4044,0.0
521,6328,0.0
83,4959,0.0
879,913,0.0
517,1736,0.0
589,2759,0.0
770,4491,0.0
891,4390,0.0
619,686,0.0
482,2636,0.0
405,952,0.0
576,4113,0.0
783,6259,0.0
869,6791,0.0
7,657,0.0
826,1950,0.0
449,677,0.0
941,4710,0.0
858,3525,0.0
812,4703,0.0
791,366,0.0
138,2293,0.0
513,4408,0.0
818,791,0.0
764,4305,0.0
569,1928,0.0
572,677,0.0
607,2094,0.0
465,84,0.0
479,3690,0.0
571,5617,0.0
888,7137,0.0
640,3911,0.0
558,180,0.0
513,4924,0.0
587,165,0.0
418,6085,0.0
643,6386,0.0
418,3273,0.0
811,137,0.0
779,217,0.0
832,1355,0.0
12,5607,0.0
954,2622,0.0
665,1302,0.0
530,6523,0.0
590,614,0.0
88,1203,0.0
584,5215,0.0
462,10,0.0
966,1645,0.0
597,3808,0.0
879,3136,0.0
482,5779,0.0
906,717,0.0
591,3113,0.0
960,2200,0.0
487,1509,0.0
770,3978,0.0
432,850,0.0
550,6993,0.0
813,4667,0.0
949,1151,0.0
746,5441,0.0
540,1191,0.0
394,5881,0.0
924,27,0.0
962,2902,0.0
838,2126,0.0
63,4019,0.0
812,5842,0.0
896,4099,0.0
584,2739,0.0
440,4091,0.0
397,45,0.0
706,7042,0.0
618,1551,0.0
872,3408,0.0
921,4831,0.0
529,1973,0.0
832,83,0.0
460,1665,0.0
907,619,0.0
696,4302,0.0
779,67,0.0
745,4824,0.0
707,1908,0.0
596,1046,0.0
451,5989,0.0
427,7141,0.0
540,790,0.0
874,2405,0.0
879,2942,0.0
942,975,0.0
840,1176,0.0
493,1747,0.0
61,300,0.0
443,3158,0.0
381,1117,0.0
893,4064,0.0
542,6652,0.0
540,2972,0.0
759,3638,0.0
703,5410,0.0
843,1706,0.0
519,807,0.0
781,2201,0.0
404,4789,0.0
855,5257,0.0
665,4386,0.0
617,2576,0.0
165,6799,0.0
469,7208,0.0
352,310,0.0
929,4286,0.0
757,5134,0.0
452,901,0.0
619,4380,0.0
536,4651,0.0
413,2983,0.0
411,2095,0.0
921,6119,0.0
947,2695,0.0
871,5586,0.0
586,3503,0.0
492,6067,0.0
946,5469,0.0
509,6960,0.0
880,2812,0.0
575,5543,0.0
583,1935,0.0
756,5899,0.0
893,2233,0.0
438,389,0.0
621,5452,0.0
521,511,0.0
518,6921,0.0
511,6442,0.0
771,2781,0.0
817,5681,0.0
957,1552,0.0
551,2928,0.0
801,2300,0.0
704,2471,0.0
584,2521,0.0
588,1885,0.0
933,6954,0.0
412,6974,0.0
666,3521,0.0
594,6924,0.0
882,3578,0.0
845,1522,0.0
958,3980,0.0
934,493,0.0
7,2327,0.0
484,706,0.0
579,4049,0.0
137,1300,0.0
902,2460,0.0
916,271,0.0
504,58,0.0
185,4371,0.0
583,3716,0.0
862,3286,0.0
948,1559,0.0
796,3374,0.0
762,5994,0.0
402,3608,0.0
945,6477,0.0
13,5503,0.0
621,4101,0.0
939,439,0.0
639,6224,0.0
885,4932,0.0
22,5164,0.0
875,1288,0.0
791,3862,0.0
870,6298,0.0
407,2059,0.0
864,1506,0.0
811,5834,0.0
455,5375,0.0
412,4896,0.0
66,7022,0.0
517,660,0.0
856,1600,0.0
475,5449,0.0
811,97,0.0
957,2625,0.0
437,1794,0.0
827,42,0.0
915,6343,0.0
454,4716,0.0
705,1734,0.0
391,380,0.0
567,6376,0.0
542,7136,0.0
815,1366,0.0
496,2620,0.0
606,306,0.0
383,6016,0.0
699,3376,0.0
588,6340,0.0
514,740,0.0
816,550,0.0
963,4382,0.0
961,1952,0.0
893,1254,0.0
597,6937,0.0
845,2999,0.0
72,1800,0.0
595,4123,0.0
931,1529,0.0
539,5348,0.0
464,673,0.0
88,3872,0.0
419,6991,0.0
851,6045,0.0
925,4355,0.0
558,4336,0.0
785,989,0.0
767,1870,0.0
523,2363,0.0
404,152,0.0
452,5916,0.0
875,2610,0.0
950,2536,0.0
602,5562,0.0
407,5354,0.0
508,4285,0.0
498,4844,0.0
813,6045,0.0
922,3637,0.0
622,1672,0.0
530,3864,0.0
808,6845,0.0
642,2589,0.0
826,2938,0.0
695,5049,0.0
573,4757,0.0
569,6641,0.0
885,3175,0.0
850,6496,0.0
551,496,0.0
780,2672,0.0
501,213,0.0
536,5132,0.0
397,5422,0.0
901,3571,0.0
758,1803,0.0
666,2758,0.0
516,2349,0.0
402,4564,0.0
846,3952,0.0
399,3676,0.0
930,2666,0.0
64,6155,0.0
396,6058,0.0
431,2,0.0
801,2730,0.0
701,77,0.0
881,1694,0.0
897,2868,0.0
2,7056,0.0
844,1164,0.0
778,4074,0.0
755,3477,0.0
727,5524,0.0
893,4508,0.0
561,163,0.0
861,3192,0.0
11,1791,0.0
413,197,0.0
447,4302,0.0
588,5458,0.0
883,771,0.0
516,1825,0.0
475,1177,0.0
491,1483,0.0
23,2579,0.0
863,6430,0.0
919,7127,0.0
65,6015,0.0
69,4713,0.0
844,622,0.0
877,5520,0.0
427,3546,0.0
596,1209,0.0
352,5363,0.0
919,5963,0.0
771,2626,0.0
868,6532,0.0
591,3638,0.0
380,6578,0.0
933,5364,0.0
727,277,0.0
568,5006,0.0
416,5800,0.0
519,6892,0.0
518,4059,0.0
945,6371,0.0
130,3971,0.0
850,2313,0.0
922,483,0.0
560,6265,0.0
842,5114,0.0
599,6272,0.0
756,4310,0.0
820,6718,0.0
6,3300,0.0
933,99,0.0
498,1008,0.0
500,5521,0.0
882,7030,0.0
642,6958,0.0
356,6164,0.0
847,4105,0.0
6,6414,0.0
644,5196,0.0
130,3173,0.0
120,1972,0.0
15,5870,0.0
2,1698,0.0
702,1016,0.0
639,1666,0.0
66,3620,0.0
423,2525,0.0
825,3365,0.0
578,2401,0.0
895,2327,0.0
832,3020,0.0
846,5022,0.0
892,4704,0.0
779,7030,0.0
584,2258,0.0
923,5649,0.0
595,3128,0.0
812,1291,0.0
590,6388,0.0
435,3350,0.0
449,3663,0.0
454,3464,0.0
554,2246,0.0
697,5700,0.0
847,1499,0.0
70,562,0.0
864,4746,0.0
935,5691,0.0
537,5370,0.0
61,5397,0.0
493,5924,0.0
930,5354,0.0
467,4642,0.0
365,856,0.0
858,3557,0.0
710,7177,0.0
844,2535,0.0
558,6905,0.0
771,5072,0.0
619,2427,0.0
474,334,0.0
705,1282,0.0
822,4621,0.0
952,5935,0.0
468,3421,0.0
422,3780,0.0
10,5522,0.0
619,4347,0.0
466,6937,0.0
380,2444,0.0
387,869,0.0
762,517,0.0
784,6221,0.0
639,692,0.0
71,2596,0.0
929,5930,0.0
853,494,0.0
497,357,0.0
894,569,0.0
920,3489,0.0
521,4581,0.0
791,4366,0.0
948,1804,0.0
504,2290,0.0
834,3726,0.0
692,3171,0.0
944,3584,0.0
922,104,0.0
465,6519,0.0
87,378,0.0
798,774,0.0
361,1015,0.0
966,5568,0.0
491,6850,0.0
795,3831,0.0
2,6152,0.0
398,4679,0.0
711,3961,0.0
964,4216,0.0
820,1068,0.0
599,243,0.0
883,1481,0.0
443,5873,0.0
948,5272,0.0
540,6783,0.0
907,4980,0.0
204,7133,0.0
427,5548,0.0
756,6733,0.0
402,2644,0.0
919,4306,0.0
502,1875,0.0
459,3478,0.0
412,2978,0.0
606,3953,0.0
13,2689,0.0
571,4998,0.0
944,2042,0.0
6,6549,0.0
858,73,0.0
137,7046,0.0
540,1349,0.0
71,2220,0.0
805,3916,0.0
915,7114,0.0
447,6384,0.0
87,5250,0.0
842,5706,0.0
759,4185,0.0
620,1812,0.0
580,6090,0.0
956,1713,0.0
479,66,0.0
618,6422,0.0
828,5070,0.0
396,5671,0.0
424,1374,0.0
14,832,0.0
490,107,0.0
861,3516,0.0
811,6692,0.0
780,4972,0.0
427,347,0.0
643,3952,0.0
916,6425,0.0
410,4955,0.0
407,3984,0.0
407,6518,0.0
825,1005,0.0
522,264,0.0
802,4776,0.0
522,1281,0.0
945,994,0.0
695,973,0.0
583,351,0.0
928,4822,0.0
949,2455,0.0
892,3632,0.0
906,5368,0.0
571,4799,0.0
441,3718,0.0
584,2373,0.0
497,3411,0.0
727,5971,0.0
843,913,0.0
914,2866,0.0
406,7108,0.0
931,3448,0.0
889,3600,0.0
456,2168,0.0
770,3125,0.0
15,1905,0.0
728,3470,0.0
791,2025,0.0
918,1485,0.0
701,3487,0.0
399,2193,0.0
815,521,0.0
576,6684,0.0
394,1464,0.0
620,670,0.0
897,5545,0.0
639,451,0.0
2,834,0.0
134,4763,0.0
808,3862,0.0
494,975,0.0
930,5658,0.0
514,5997,0.0
409,2295,0.0
387,3482,0.0
86,5410,0.0
403,3383,0.0
906,3500,0.0
575,4712,0.0
812,5846,0.0
878,1418,0.0
924,6423,0.0
844,5173,0.0
390,6554,0.0
951,4317,0.0
860,118,0.0
66,4951,0.0
425,6498,0.0
485,3735,0.0
889,6340,0.0
6,3350,0.0
873,5840,0.0
620,3738,0.0
499,6080,0.0
696,6993,0.0
510,4082,0.0
409,496,0.0
711,1853,0.0
523,5013,0.0
765,5822,0.0
389,5895,0.0
364,2036,0.0
407,1939,0.0
894,5722,0.0
433,2746,0.0
495,1250,0.0
535,2993,0.0
568,388,0.0
6,5727,0.0
465,412,0.0
470,1819,0.0
405,2335,0.0
701,6020,0.0
710,7180,0.0
776,4035,0.0
393,1955,0.0
365,1985,0.0
65,1519,0.0
397,2581,0.0
619,4522,0.0
812,1221,0.0
782,4563,0.0
507,5570,0.0
415,5898,0.0
539,7000,0.0
406,2913,0.0
909,3136,0.0
965,476,0.0
962,4575,0.0
531,5970,0.0
577,5113,0.0
767,399,0.0
61,5792,0.0
967,7210,0.0
665,4997,0.0
520,4753,0.0
789,2574,0.0
960,1285,0.0
411,3945,0.0
939,782,0.0
399,6259,0.0
923,6004,0.0
424,4821,0.0
809,1416,0.0
727,3824,0.0
704,1652,0.0
621,4428,0.0
761,7158,0.0
955,5721,0.0
204,3470,0.0
743,5962,0.0
856,3089,0.0
931,6235,0.0
514,1448,0.0
14,5548,0.0
506,4014,0.0
911,3609,0.0
769,287,0.0
586,4878,0.0
770,1528,0.0
766,2347,0.0
904,3649,0.0
510,5122,0.0
795,4308,0.0
7,3632,0.0
794,6050,0.0
429,4685,0.0
381,6107,0.0
419,3199,0.0
761,4122,0.0
894,3969,0.0
913,6598,0.0
778,1356,0.0
890,1650,0.0
576,7114,0.0
2,5847,0.0
779,833,0.0
844,2888,0.0
585,4317,0.0
931,6892,0.0
550,1253,0.0
843,5874,0.0
643,3794,0.0
901,3795,0.0
560,2725,0.0
502,2240,0.0
545,1852,0.0
554,2537,0.0
467,3812,0.0
560,541,0.0
759,5721,0.0
906,5002,0.0
137,4327,0.0
914,4987,0.0
882,3163,0.0
356,2574,0.0
921,918,0.0
487,1892,0.0
440,3713,0.0
385,2322,0.0
948,3083,0.0
446,4091,0.0
779,2114,0.0
893,6076,0.0
834,6918,0.0
497,3628,0.0
504,611,0.0
561,1186,0.0
568,3496,0.0
541,4056,0.0
951,3608,0.0
743,3879,0.0
543,7116,0.0
603,4138,0.0
585,1542,0.0
475,547,0.0
428,2658,0.0
526,6554,0.0
885,3468,0.0
441,6855,0.0
164,1906,0.0
476,751,0.0
787,5621,0.0
922,3088,0.0
861,299,0.0
558,4562,0.0
465,3136,0.0
566,5243,0.0
748,5624,0.0
391,2706,0.0
886,595,0.0
938,5519,0.0
384,4572,0.0
809,3382,0.0
384,5411,0.0
642,1561,0.0
950,4261,0.0
617,6141,0.0
818,4882,0.0
876,4657,0.0
952,6592,0.0
749,3956,0.0
135,795,0.0
556,6908,0.0
474,682,0.0
427,6346,0.0
808,3683,0.0
135,2226,0.0
707,2473,0.0
158,3401,0.0
700,3396,0.0
700,7132,0.0
620,136,0.0
456,2007,0.0
356,1600,0.0
564,1144,0.0
755,4990,0.0
637,6226,0.0
816,6545,0.0
439,1197,0.0
602,5208,0.0
795,1918,0.0
559,6162,0.0
387,871,0.0
946,491,0.0
795,3752,0.0
531,2607,0.0
414,6055,0.0
445,3996,0.0
787,4309,0.0
435,6019,0.0
455,1868,0.0
793,2764,0.0
69,4987,0.0
521,2529,0.0
579,1312,0.0
531,7067,0.0
508,3737,0.0
884,5213,0.0
512,6434,0.0
138,2282,0.0
498,3799,0.0
510,6167,0.0
515,3392,0.0
185,4659,0.0
533,1671,0.0
870,5446,0.0
23,5451,0.0
490,3700,0.0
606,4941,0.0
753,6527,0.0
784,4944,0.0
389,5187,0.0
708,4298,0.0
777,6984,0.0
882,2101,0.0
831,5552,0.0
876,4945,0.0
761,6229,0.0
706,4308,0.0
138,5628,0.0
70,4576,0.0
471,3173,0.0
797,76,0.0
811,289,0.0
555,1691,0.0
870,3322,0.0
393,4354,0.0
798,6061,0.0
453,5452,0.0
587,4721,0.0
426,3325,0.0
559,6807,0.0
538,3694,0.0
516,2726,0.0
585,6148,0.0
470,2014,0.0
697,3152,0.0
397,7209,0.0
586,6326,0.0
828,965,0.0
443,1312,0.0
936,5296,0.0
915,5429,0.0
828,4754,0.0
451,4753,0.0
770,2367,0.0
462,6402,0.0
801,3002,0.0
536,4072,0.0
374,1654,0.0
573,6376,0.0
637,2058,0.0
493,6113,0.0
701,1177,0.0
857,3493,0.0
912,1103,0.0
68,6276,0.0
517,603,0.0
641,6083,0.0
902,5680,0.0
885,3039,0.0
469,6889,0.0
436,5020,0.0
15,4760,0.0
400,4808,0.0
130,3888,0.0
442,972,0.0
893,6566,0.0
463,3015,0.0
926,5842,0.0
374,6355,0.0
882,4530,0.0
203,2915,0.0
772,3677,0.0
860,1770,0.0
692,3888,0.0
403,1855,0.0
447,1162,0.0
554,1037,0.0
426,1389,0.0
831,5619,0.0
758,5223,0.0
572,4719,0.0
840,5715,0.0
61,1193,0.0
525,3718,0.0
747,1895,0.0
848,4421,0.0
947,7165,0.0
931,52,0.0
792,4497,0.0
66,1042,0.0
892,2679,0.0
640,9,0.0
476,2533,0.0
530,2994,0.0
728,2613,0.0
572,6674,0.0
435,6572,0.0
580,4449,0.0
